CKEY;CREF;CNUM;CEND;TEXTCODE;NAME
;;;;4.4.2.2.8.;4.4.2.2.8. Диатермокоагуляция новообразований кожи (бородавки, папилломы, контагиозный моллюск) при удалении 1шт.
;;;;4.4.2.2.9.;4.4.2.2.9. Лечение больных криотерапией (криодеструкцией)
;;;;4.4.2.3.;4.4.2.3. АМБУЛАТОРНОЕ ЛЕЧЕНИЕ ОТОРИНОЛАРИН- ГОЛОГИЧЕСКИХ БОЛЬНЫХ:
;;;;4.4.2.3.1.;4.4.2.3.1. Гальваноакустика миндалин
;;;;4.4.2.3.10.;4.4.2.3.10. Удаление грануляций и полипов из уха
;;;;4.4.2.3.11.;4.4.2.3.11. Удаление доброкачественных образований гортани
;;;;4.4.2.3.12.;4.4.2.3.12. Удаление инородных тел из носа
;;;;4.4.2.3.13.;4.4.2.3.13. Удаление инородных тел из уха
;;;;4.4.2.3.14.;4.4.2.3.14. Удаление инородных тел из рото и гортаноглотки
;;;;4.4.2.3.15.;4.4.2.3.15. Туалет уха
;;;;4.4.2.3.16.;4.4.2.3.16. Промывание аттика
;;;;4.4.2.3.17.;4.4.2.3.17. Инсифляция лекарственных веществ
;;;;4.4.2.3.18.;4.4.2.3.18. Введение лекарственных средств эндонозольно
;;;;4.4.2.3.19.;4.4.2.3.19. Эфедринизация носа
;;;;4.4.2.3.2.;4.4.2.3.2. Дезинтеграция ультразвуковая нижних носовых раковин
;;;;4.4.2.3.20.;4.4.2.3.20. Передняя и задняя тампонада носа
;;;;4.4.2.3.3.;4.4.2.3.3. Полипотомия носа со вскрытием клеток решетчатого лабиринта (односторонняя)
;;;;4.4.2.3.4.;4.4.2.3.4. Гальваноакустика носовых раковин
;;;;4.4.2.3.5.;4.4.2.3.5. Аденотомия и тонзилллотомия
;;;;4.4.2.3.6.;4.4.2.3.6. Пункция верхнечелюстной пазухи
;;;;4.4.2.3.7.;4.4.2.3.7. Биопсия носа, биопсия глотки, подрезание уздечки языка
;;;;4.4.2.3.8.;4.4.2.3.8. Оперативное лечение парацентоз
;;;;4.4.2.3.9.;4.4.2.3.9. Оперативное лечение паратонзиллярного абсцесса, гематомы, абсцесса носовой перегородки, фурункула слухового прохода,
;;;;4.4.2.4.;4.4.2.4. ОКАЗАНИЕ ЛОГОПЕДИЧЕСКОЙ ПОМОЩИ БОЛЬНЫМ:
;;;;4.4.2.4.1.;4.4.2.4.1. Индивидуальная работа с больными, имеющими тяжелые расстройства(афазии,дизартрии,логоневрозы и др.)
;;;;4.4.2.4.2.;4.4.2.4.2. Индивидуальная работа с больными, страдающими дислалиями
;;;;4.4.2.5.;4.4.2.5. АМБУЛАТОРНОЕ ЛЕЧЕНИЕ ГИНЕКОЛОГИЧЕСКИХ БОЛЬНЫХ:
;;;;4.4.2.5.1.;4.4.2.5.1. Введение или удаление ВМС(без стоимости ВМС)
;;;;4.4.2.5.11.;4.4.2.5.11. Электрокоагуляция эрозии
;;;;4.4.2.5.12.;4.4.2.5.12. Тампонада влагалища для КТ малого таза
;;;;4.4.2.5.13.;4.4.2.5.13. Лечебно-диагностическая пункция шейки матки
;;;;4.4.2.5.14.;4.4.2.5.14. Инъекция под слизистую свода
;;;;4.4.2.5.15.;4.4.2.5.15. Удаление полипа цервикального канала
;;;;4.4.2.5.16.;4.4.2.5.16. Диагностическое выскабливание
;;;;4.4.2.5.17.;4.4.2.5.17. Удаление кондилом вульвы и влагалища
;;;;4.4.2.5.18.;4.4.2.5.18. Забор мазков
;;;;4.4.2.5.18.1.;4.4.2.5.18.1. Получение цервикального мазка для исследования методом жидкостной цитологии
;;;;4.4.2.5.18.1.;4.4.2.5.18.1. Получение цервикального мазка для исследования методом жидкостной цитологии
;;;;4.4.2.5.19.;4.4.2.5.19. Диатермоконизация шейки матки
;;;;4.4.2.5.2.;4.4.2.5.2. Диатермокоагуляция эрозии шейки матки
;;;;4.4.2.5.20.;4.4.2.5.20. Криодеструкция шейки матки
;;;;4.4.2.5.21.;4.4.2.5.21. Исследование проходимости к сок- ратительной активности маточных труб аппаратом ДЛМБ-1
;;;;4.4.2.5.22.;4.4.2.5.22. Консультативный прием по контрацепции и планированию семьи
;;;;4.4.2.5.23.;4.4.2.5.23. Гистероскопия
;;;;4.4.2.5.24.;4.4.2.5.24. Внутриматочное введение лекарственных средств
;;;;4.4.2.5.25.;4.4.2.5.25. Удаление инородных тел
;;;;4.4.2.5.26.;"4.4.2.5.26. Ультразвуковая терапия влагалища, шейки матки аппаратом ""Генитон"""
;;;;4.4.2.5.27.;4.4.2.5.27. Массаж гинекологический
;;;;4.4.2.5.28.;4.4.2.5.28. Ванночки влагалищные (без медикаментов)
;;;;4.4.2.5.29.;4.4.2.5.29. Забор материала для посева на  ХТИ
;;;;4.4.2.5.3.;4.4.2.5.3. Биопсия шейки матки
;;;;4.4.2.5.30.;4.4.2.5.30. Вставление и удаление маточных колец
;;;;4.4.2.5.31.;4.4.2.5.31. Введение колпачков-магнитофоров
;;;;4.4.2.5.4.;4.4.2.5.4. Аспират полости матки
;;;;4.4.2.5.5.;4.4.2.5.5. Полипоэктомия, включая выскабливание цервикального канала
;;;;4.4.2.5.6.;4.4.2.5.6. Выскабливание цервикального канала
;;;;4.4.2.5.7.;4.4.2.5.7. Разведение слипания половых губ у детей раннего возраста
;;;;4.4.2.5.8.;4.4.2.5.8. Кольпоскопия шейки матки
;;;;4.4.2.5.9.;4.4.2.5.9. Конъюнктивальная биомикроскопия
;;;;4.4.2.6.;4.4.2.6. АМБУЛАТОРНОЕ ЛЕЧЕНИЕ ХИРУРГИЧЕСКИХ БОЛЬНЫХ:
;;;;4.4.2.6.1.;4.4.2.6.1. Амбулаторная хирургическая операция (вскрытие абсцессов, удаление атером и др.)
;;;;4.4.2.7.;4.4.2.7. АМБУЛАТОРНОЕ ЛЕЧЕНИЕ ВРАЧОМ ПСИХО- ТЕРАПЕВТОМ НЕВРОЗОВ ЛИЦ, НЕ СОСТОЯЩИХ НА ДИС- ПАНСЕРНОМ УЧЕТЕ:
;;;;4.4.2.7.1.;4.4.2.7.1. Индивидуальное
;;;;4.4.2.7.2.;4.4.2.7.2. Групповое для взрослых
;;;;4.4.2.7.3.;4.4.2.7.3. Групповое для детей
;;;;4.4.2.7.4.;4.4.2.7.4. Амбулаторное лечение у детского врача психотерапевта (семейная психотерапия)
;;;;4.4.2.8.;4.4.2.8. АМБУЛАТОРНОЕ ОБСЛЕДОВАНИЕ И ЛЕЧЕНИЕ СЕКСОПАТОЛОГИЧЕСКИХ РАССТРОЙСТВ:
;;;;4.4.2.8.1.;4.4.2.8.1. Обследование одного пациента
;;;;4.4.2.8.10.;4.4.2.8.10. Аутотренинг
;;;;4.4.2.8.11.;4.4.2.8.11. Лечебная физкультура
;;;;4.4.2.8.12.;4.4.2.8.12. Локально-отрицательное давление
;;;;4.4.2.8.2.;4.4.2.8.2. Обследование супружеских пар
;;;;4.4.2.8.3.;4.4.2.8.3. Гипнотерапия
;;;;4.4.2.8.4.;4.4.2.8.4. Секс-терапия
;;;;4.4.2.8.5.;4.4.2.8.5. Новокаиновая блокада позвоночника
;;;;4.4.2.8.6.;4.4.2.8.6. Хлорэтиловая блокада кожных пок- ровов
;;;;4.4.2.8.7.;4.4.2.8.7. Точечный массаж
;;;;4.4.2.8.8.;4.4.2.8.8. Массаж простаты
;;;;4.4.2.8.9.;4.4.2.8.9. Вибромассаж эрогенных зон
;;;;4.4.2.9.;4.4.2.9. АМБУЛАТОРНОЕ ЛЕЧЕНИЕ ПСИХИЧЕСКИХ БОЛЬНЫХ:
;;;;4.4.2.9.1.;4.4.2.9.1. КУРСОВОЕ ЛЕЧЕНИЕ ПСИХИЧЕСКИХ БО- ЛЬНЫХ:
;;;;4.4.2.9.1.1.;4.4.2.9.1.1. Амбулаторное
;;;;4.4.2.9.2.;4.4.2.9.2. АМБУЛАТОРНОЕ ЛЕЧЕНИЕ НАРКОЛОГИЧЕ- СКИХ Б-Х
;;;;4.4.2.9.2.1.;4.4.2.9.2.1. Диспансерное наблюдение за нар- кологическим больным
;;;;4.4.2.9.2.2.;4.4.2.9.2.2. Купирование абстинентного сос- тояния
;;;;4.4.2.9.2.3.;4.4.2.9.2.3. Купирование абстинентного сос- тояния при опийной наркомании в подростковом кабинете областного наркологического ди
;;;;4.4.2.9.2.4.;4.4.2.9.2.4. лечение постабстинентного сос- тояния в амбулаторно-поликлинических учрежде- ниях
;;;;4.5.;4.5. АМБУЛАТОРНЫЕ ЭКСПЕРТИЗЫ
;;;;4.5.1.;4.5.1. ПСИХИАТРИЧЕСКИЕ
;;;;4.5.1.2.;4.5.1.2. Трудовая, учебная
;;;;4.5.2.;4.5.2. Специальные наркологические
;;;;4.5.2.;4.5.2. Специальные наркологические
;;;;4.5.3.;4.5.3. Алкогольного опьянения (круглосуточ- ная)
;;;;4.5.4.;4.5.4. Токсикологическая
;;;;4.5.7.;4.5.7. Участие врача-психиатра в работе ме- дико-педагогической комиссии
;;;;4.6.;4.6. ЛЕЧЕНИЕ ТУБЕРКУЛЕЗНЫХ Б-Х:
;;;;4.6.1.;4.6.1. Интратрахеальное вливание лекарствен- ных веществ
;;;;4.6.2.;4.6.2. Бронхоскопия(под наркозом)
;;;;4.6.3.;4.6.3. Исследование функции внешнего дыхания
;;;;4.6.4.;4.6.4. Плевральная пункция б-х с эмпиемой
;;;;4.7.;4.7. ЛЕЧЕНИЕ МЕТОДОМ МАНУАЛЬНОЙ ТЕРАПИИ:
;;;;4.7.1.;4.7.1. Лечение поясничного остеохондроза
;;;;4.7.2.;4.7.2. Лечение остеохондроза шейного
;;;;4.7.3.;4.7.3. Лечение грудного остеохондроза
;;;;4.7.4.;4.7.4. Лечение сколиоза
;;;;4.8.;4.8. ГИПЕРБАРИЧЕСКАЯ ОКСИГЕНАЦИЯ
;;;;5.;5. ЛАБОРАТОРНЫЕ ИССЛЕДОВАНИЯ
;;;;5.1.;5.1. КРОВЬ
;;;;5.1.1.;5.1.1. Определение гемоглобина (количество)
;;;;5.1.10.;5.1.10. Подсчет эозинофилов до и после вве- дения АКТГ (проба Торна)
;;;;5.1.100.;5.1.100. Исследование содержания ионов меди в сыворотке крови
;;;;5.1.101.;5.1.101. Общий анализ крови
;;;;5.1.102.;5.1.102. Взятие крови из пальца с использованием микроветы
;;;;5.1.103.;5.1.103. Определение АЧТВ - активированного частичного тромбопластинового времени
;;;;5.1.104.;5.1.104. Определение фактора VIII, ингибитора к фактору VIII
;;;;5.1.105.;5.1.105. Определение фактора IX, ингибитора к фактору IX
;;;;5.1.106.;5.1.106. Определение адгезивной способности тромбоцитов к стеклу
;;;;5.1.107.;5.1.107. Определение фактора Виллебрандта
;;;;5.1.108.;5.1.108. Определение напряженности иммунни- тета к столбняку
;;;;5.1.109.;"5.1.109. НА БИОХИМИЧЕСКОМ АНАЛИЗАТОРЕ ""СИНХРОН-4"""
;;;;5.1.109.1.;5.1.109.1. Мочевина
;;;;5.1.109.10.;5.1.109.10. Натрий
;;;;5.1.109.11.;5.1.109.11. Магний
;;;;5.1.109.12.;5.1.109.12. Общий билирубин
;;;;5.1.109.13.;5.1.109.13. Прямой билирубин
;;;;5.1.109.14.;5.1.109.14. Железо
;;;;5.1.109.15.;5.1.109.15. Амилаза
;;;;5.1.109.16.;5.1.109.16. Холинстераза
;;;;5.1.109.17.;5.1.109.17. Гаммаглютаматдег
;;;;5.1.109.18.;5.1.109.18. Аланинаминотрансфераза
;;;;5.1.109.19.;5.1.109.19. Аспартатаминотрансфераза
;;;;5.1.109.2.;5.1.109.2. Холестерин
;;;;5.1.109.20.;5.1.109.20. Лактатдегидрогеназа
;;;;5.1.109.21.;5.1.109.21. Креатинфосфок
;;;;5.1.109.22.;5.1.109.22. Креатинин
;;;;5.1.109.23.;5.1.109.23. Альбумин
;;;;5.1.109.24.;5.1.109.24. Триглицириды
;;;;5.1.109.25.;5.1.109.25. Электрофорез креатинкиназы
;;;;5.1.109.3.;5.1.109.3. Глюкоза
;;;;5.1.109.4.;5.1.109.4. Щелочная фосфатаза
;;;;5.1.109.5.;5.1.109.5. Определение мочевой кислоты
;;;;5.1.109.6.;5.1.109.6. Общий белок
;;;;5.1.109.7.;5.1.109.7. Неорганический фосфор
;;;;5.1.109.8.;5.1.109.8. Кальций
;;;;5.1.109.9.;5.1.109.9. Калий
;;;;5.1.11.;5.1.11. ПОДСЧЕТ ЭРИТРОЦИТОВ:
;;;;5.1.11.1.;5.1.11.1. В камере
;;;;5.1.11.2.;5.1.11.2. На ФЕКе, на полуавтоматическом счетчике, в целлоскопе,эритрогемометром
;;;;5.1.110.;"5.1.110. НА ЭЛЕКТРОФАРЕТ. СИСТЕМЕ ""ПАРАГОН"":"
;;;;5.1.110.1.;5.1.110.1. Гликозилированный гемоглобин
;;;;5.1.110.2.;5.1.110.2. Щелочная фосфатаза в тощаковой порции желудочного сока
;;;;5.1.110.3.;5.1.110.3. Электрофорез лактатдегидрогеназы
;;;;5.1.110.4.;5.1.110.4. Общая связывающая способность сы- воротки(ОССС)
;;;;5.1.110.5.;5.1.110.5. Электрофорез белков
;;;;5.1.110.6.;5.1.110.6. Электрофорез липопротеидов
;;;;5.1.111.;"5.1.111. Определение калия,натрия,хлора,ка- льция,магния,лития на аппарате ""ИзиЛайт"" (ио- носелективный метод)- в биологических"
;;;;5.1.112.;5.1.112. Определение концентрации циклоспорина или вальпроевой кислоты в цельной крови
;;;;5.1.113.;5.1.113. Общий анализ крови на гематологическом анализаторе
;;;;5.1.114.;5.1.114. Определение Д-Димера в крови (экспресс-тест)
;;;;5.1.115.;5.1.115. Определение уровня натрий уретического пептида в крови (экспресс-тест)
;;;;5.1.116.;5.1.116. Определение уровня тропонина I (Т) в крови (экспресс-тест)
;;;;5.1.117.;5.1.117. Определение миоглобина в крови (экспресс-тест)
;;;;5.1.118.;5.1.118. Определение миоглобина, тропонина, мк-кфк в крови (экспресс-тест)
;;;;5.1.119.;5.1.119. Определение уровня общего холестерина в крови экспресс-методом
;;;;5.1.12.;5.1.12. Подсчет эритроцитов с базофильной зернистостью
;;;;5.1.120.;5.1.120. Определение уровня глюкозы в крови экспресс-методом
;;;;5.1.13.;5.1.13. СИСТЕМА ГЕМОСТАЗА. Время свертываемо- сти по Сухореву
;;;;5.1.14.;5.1.14. Определение времени свертывания кро- ви по Ли и Уайту
;;;;5.1.15.;5.1.15. ОПРЕДЕЛЕНИЕ ВРЕМЕНИ РЕКАЛЬЦИФИКАЦИИ ПЛАЗМЫ:
;;;;5.1.15.1.;5.1.15.1. По Бергергоф и Рокка
;;;;5.1.15.2.;5.1.15.2. По Хауэллу
;;;;5.1.16.;5.1.16. Определение вязкости крови
;;;;5.1.17.;5.1.17. Определение гепарина свободного
;;;;5.1.18.;5.1.18. Определение объема эритроцитов в це- льной крови (гематокрит)
;;;;5.1.19.;5.1.19. Определение протромбинового времени
;;;;5.1.2.;5.1.2. ОПРЕДЕЛЕНИЕ КЛЕТОК КРАСНОЙ ВОЛЧАНКИ (E-КЛЕТОК):
;;;;5.1.2.1.;5.1.2.1. По Циммеру и Гаргрейвсу
;;;;5.1.2.2.;5.1.2.2. По Новоселовой
;;;;5.1.20.;5.1.20. Определение потребления протромбина
;;;;5.1.21.;5.1.21. Определение резистентности (осмоти- ческой) эритроцитов
;;;;5.1.22.;5.1.22. Определение ретракции кровяного сгустка
;;;;5.1.23.;5.1.23. Подсчет тромбоцитов и тромбоцитной формулы
;;;;5.1.24.;5.1.24. Определение толерантности плазмы к  гепарину
;;;;5.1.25.;5.1.25. Определение третьего, четвертого фак- тора тромбоцитов
;;;;5.1.26.;5.1.26. Определение тромбинового времени
;;;;5.1.27.;5.1.27. Определение тромбопластической активности
;;;;5.1.28.;5.1.28. Определение фибриногена (количестве- нное) суховоздушным методом
;;;;5.1.29.;5.1.29. Определение РФМК - растворимого фибрин-мономерного комплекса
;;;;5.1.3.;5.1.3. Определение диаметра эритроцитов и построение кривой Прайс-Джонса
;;;;5.1.30.;5.1.30. Определение фибриногена и фибриноли- тической активности по Бидвеллу
;;;;5.1.31.;5.1.31. Определение фибринолитической актив- ности по Ковальскому
;;;;5.1.32.;5.1.32. Тест генерации тромбопластина
;;;;5.1.33.;5.1.33. Протромбиновый тест с расчетом МНО (международ- ного нормализованного соотношения)
;;;;5.1.34.;5.1.34. Тромбоэластографическое исследование
;;;;5.1.35.;5.1.35. Определение группы крови с использованием цоликлонов АНТИ-А, АНТИ-В, АНТИ-АВ, предварительное прямым методом
;;;;5.1.36.;5.1.36. Определение группы крови с использование цоликлонов и стандартных эритроцитов перекрестным методом
;;;;5.1.37.;5.1.37. Люпус-тест
;;;;5.1.38.;5.1.38. Определение фактора 8,9,11
;;;;5.1.39.;5.1.39. ОПРЕДЕЛЕНИЕ РЕЗУС-ФАКТОРА:
;;;;5.1.39.1.;5.1.39.1. В ЧАШКАХ ПЕТРИ
;;;;5.1.39.2.;5.1.39.2. С ЖЕЛАТИНОМ
;;;;5.1.39.3.;5.1.39.3. Определение резус-фактора крови с использованием цоликлона АНТИ-D Супер предварительное, прямым методом
;;;;5.1.39.4.;5.1.39.4. Фенотипирование по  антигенам системы резус и Kell с использованием цоликлонов ручным методом
;;;;5.1.39.5.;5.1.39.5. Фенотипирование по антигенам системы резус и Kell с использованием цоликлонов аппаратным мотодом
;;;;5.1.4.;5.1.4. Подсчет лейкоцитарной формулы
;;;;5.1.40.;5.1.40. Определение  резус-фактора с использованием цоликлонов при проведении перекрестной пробы
;;;;5.1.41.;5.1.41. ОПРЕДЕЛЕНИЕ АЗОТА ОСТАТОЧНОГО (КОЛИ- ЧЕСТВЕННОЕ):
;;;;5.1.41.1.;5.1.41.1. По Аселю
;;;;5.1.41.2.;5.1.41.2. По Рапопорту
;;;;5.1.42.;5.1.42. Определение белка (количественное)
;;;;5.1.43.;5.1.43. Определение активности фибриназы
;;;;5.1.44.;5.1.44. ОПРЕДЕЛЕНИЕ БЕЛКОВЫХ ФРАКЦИЙ:
;;;;5.1.44.1.;5.1.44.1. Экспрессметодом (метод Рушняка)
;;;;5.1.44.2.;5.1.44.2. Методом электрофореза на бумаге
;;;;5.1.45.;5.1.45. ОПРЕДЕЛЕНИЕ БИЛИРУБИНА (КОЛИЧЕСТВЕННОЕ):
;;;;5.1.45.1.;5.1.45.1. По Бокальчуку, Ван-ден-Бергу или Ендрашеку
;;;;5.1.45.2.;5.1.45.2. Фенантрелеиновым методом
;;;;5.1.46.;5.1.46. Определение калия и натрия на плазменном фотометре
;;;;5.1.47.;5.1.47. ОПРЕДЕЛЕНИЕ КАЛЬЦИЯ:
;;;;5.1.47.1.;5.1.47.1. Комплексонометрическим методом
;;;;5.1.48.;5.1.48. Определение креатинина по Попперу
;;;;5.1.49.;5.1.49. ОПРЕДЕЛЕНИЕ МОЧЕВИНЫ:
;;;;5.1.49.1.;5.1.49.1. По Коварскому, Рашкован, с диацетилмонооксимом
;;;;5.1.49.2.;5.1.49.2. Уреазным методом
;;;;5.1.5.;5.1.5. Подсчет лейкоцитарной формулы методом лейкоконцентрации
;;;;5.1.50.;5.1.50. ОПРЕДЕЛЕНИЕ 17-ОКСИКОРТИКОСТЕРОИДОВ В ПЛАЗМЕ (КОЛИЧЕСТВЕННОЕ):
;;;;5.1.50.1.;5.1.50.1. Колометрическим методом
;;;;5.1.50.2.;5.1.50.2. Флюорометрическим методом
;;;;5.1.51.;5.1.51. Определение сиаловой кислоты (количественное)
;;;;5.1.52.;5.1.52. Определение С-реактивного белка
;;;;5.1.53.;5.1.53. ОПРЕДЕЛЕНИЕ ГЛЮКОЗЫ (КОЛИЧЕСТВЕННОЕ)
;;;;5.1.53.1.;5.1.53.1. По Хаггендорну
;;;;5.1.53.2.;5.1.53.2. На ФЭКе
;;;;5.1.53.3.;5.1.53.3. Ферметативный
;;;;5.1.53.4.;"5.1.53.4. Количественное определение глюкозы на аппарате ""Эксан Г"""
;;;;5.1.55.;5.1.55. Определение трансаминазы колоримет- рическим методом
;;;;5.1.56.;5.1.56. Определение хлорида (количественное)
;;;;5.1.57.;5.1.57. Определение холестерина по Ильку
;;;;5.1.58.;5.1.58. Определение холестерина (фракций)
;;;;5.1.6.;5.1.6. ПОДСЧЕТ ЛЕЙКОЦИТОВ:
;;;;5.1.6.1.;5.1.6.1. В камере
;;;;5.1.6.2.;5.1.6.2. на полуавтоматическом счетчике
;;;;5.1.60.;5.1.60. Проба Вельтмана
;;;;5.1.63.;5.1.63. Проба сулемовая титрованием
;;;;5.1.64.;5.1.64. Проба тимоловая
;;;;5.1.65.;5.1.65. Проба формоловая
;;;;5.1.66.;5.1.66. Серомукойды
;;;;5.1.67.;5.1.67. Альфа-амилаза по Каравею
;;;;5.1.7.;5.1.7. Подсчет ретикулоцитов
;;;;5.1.73.;5.1.73. Исследование на простейшие
;;;;5.1.74.;5.1.74. Определение средних молекул в сыворотке крови
;;;;5.1.75.;5.1.75. Определение мочевой кислоты
;;;;5.1.76.;5.1.76. Определение щелочной фосфатазы
;;;;5.1.77.;5.1.77. Определение кислой фосфатазы
;;;;5.1.78.;5.1.78. Определение фосфора
;;;;5.1.79.;5.1.79. Определение степени гемолиза
;;;;5.1.8.;5.1.8. ПОДСЧЕТ ТРОМБОЦИТОВ:
;;;;5.1.8.1.;5.1.8.1. По Фонио
;;;;5.1.8.2.;5.1.8.2. В камере
;;;;5.1.80.;5.1.80. Определение общих липидов
;;;;5.1.81.;5.1.81. Определение В-липопротеидов
;;;;5.1.82.;5.1.82. Определение кислотно-щелочного состояния крови
;;;;5.1.83.;5.1.83. Определение лактатдегидрогиназы
;;;;5.1.84.;5.1.84. Определение креатинфосфокиназы
;;;;5.1.85.;5.1.85. Определение гаммаглутаматтранспептидазы
;;;;5.1.86.;5.1.86. Определение триглицеридов
;;;;5.1.87.;5.1.87. Определение ревматойдного фактора
;;;;5.1.88.;"5.1.88. Определение стрептолизина "" О """
;;;;5.1.89.;5.1.89. Определение церулоплазмина
;;;;5.1.9.;5.1.9. Определение СОЭ
;;;;5.1.90.;5.1.90. Определение кетоновых тел
;;;;5.1.91.;5.1.91. ИССЛЕДОВАНИЕ ГЕМОСТАЗА :
;;;;5.1.91.1.;5.1.91.1. Агрегация тромбоцитов
;;;;5.1.91.2.;5.1.91.2. Активированное время реканьцификации (АВР)
;;;;5.1.91.3.;5.1.91.3. Этаноловый тест
;;;;5.1.91.4.;5.1.91.4. Протаминсульфатный тест
;;;;5.1.91.5.;5.1.91.5. Эоглобулиновый лизис
;;;;5.1.92.;5.1.92. Миоглобин
;;;;5.1.93.;5.1.93. Кровь на алкоголь
;;;;5.1.94.;5.1.94. Барбитураты
;;;;5.1.95.;5.1.95. Фенотиазиды
;;;;5.1.96.;5.1.96. Коэффициент гидротации
;;;;5.1.97.;5.1.97. Клиренс по креатинину
;;;;5.1.98.;5.1.98. Исследование сыворотки в лучах ВУДА
;;;;5.1.99.;5.1.99. Определение малярийного плазмодия
;;;;5.10.;5.10. Цитологические исследования
;;;;5.10.19.;5.10.19. Цитохимическое исследование
;;;;5.10.20.;5.10.20. Иммуноморфологическое исследование
;;;;5.10.21.;5.10.21. Иммунофлюоресцентные исследования
;;;;5.10.22.;5.10.22. Цитологические исследования профи- лактические
;;;;5.10.22.1.;5.10.22.1. Цитологическое исследование материала, полученного при гинекологическом профосмотре (соскобы шейки матки)
;;;;5.10.23.;5.10.23. Цитологические исследования диагностические
;;;;5.10.24.;5.10.24. Цитологическое исследование соско- бов с конъюктивы (1глаза)
;;;;5.10.25.;5.10.25. Цитогенетическое исследование костного мозга
;;;;5.10.26.;5.10.26. Определение количественной экспрессии химерного гена bcr-abl методом ПЦР в реальном времени
;;;;5.10.27.;5.10.27. Онкоцитологическое исследование препаратов методом жидкостной цитологии
;;;;5.10.9.;5.10.9. Люминисцентная микроскопия любого материала
;;;;5.11.;5.11. БАКТЕРИОЛОГИЧЕСКИЕ ИССЛЕДОВАНИЯ. ВОЗ- ДУШНО-КАПЕЛЬНАЯ ГРУППА ИССЛЕДОВАНИЙ.
;;;;5.11.1.;5.11.1. НА ДИФТЕРИЮ:
;;;;5.11.1.1.;5.11.1.1. без отбора колоний
;;;;5.11.1.2.;5.11.1.2. с изучением морфологических, биохи- мических, токсигенных свойств
;;;;5.11.10.;5.11.10. МАТЕРИАЛ ПРИ АУТОПСИИ :
;;;;5.11.10.1.;5.11.10.1. Без отбора колоний
;;;;5.11.10.2.;5.11.10.2. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.11.;5.11.11. НА ВОЗБУДИТЕЛЕЙ ДИЗЕНТЕРИИ :
;;;;5.11.11.1.;5.11.11.1. Без отбора колоний
;;;;5.11.11.2.;5.11.11.2. С изучением культуральных свойств и отбором колоний на 3-х сахарный агар
;;;;5.11.11.3.;5.11.11.3. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.12.;5.11.12. НА САЛЬМОНЕЛЛЫ(ИСПРАЖНЕНИЯ,КРОВЬ, МОЧА,ЖЕЛЧЬ)
;;;;5.11.12.1.;5.11.12.1. Без отбора колоний
;;;;5.11.12.2.;5.11.12.2. С изучением культуральных св-в и отбором колоний на 3-х сахарный агар
;;;;5.11.12.3.;5.11.12.3. С изучением культуральных св-в и идентификацией возбудителя
;;;;5.11.13.;5.11.13. НА ЭНТЕРОПАТОГЕННЫЕ ЭШЕРИХИИ (ДЕТИ ДО 2-Х ЛЕТ)
;;;;5.11.13.1.;5.11.13.1. С изучением культуральных св-в и серологических св-в
;;;;5.11.13.2.;5.11.13.2. С изучением культуральных,биохи- мических и серологических св-в
;;;;5.11.14.;5.11.14. Испражнения на условно-патогенную микрофлору(количественный метод)
;;;;5.11.15.;5.11.15. НА ИЕРСИНИИ
;;;;5.11.15.1.;5.11.15.1. Без отбора колоний
;;;;5.11.15.2.;5.11.15.2. То же с отбором колоний на 3-х сахарный агар
;;;;5.11.15.3.;5.11.15.3. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.16.;5.11.16. НА КАМПИЛОБАКТЕРИИ
;;;;5.11.16.1.;5.11.16.1. Без отбора колоний
;;;;5.11.16.2.;5.11.16.2. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.17.;5.11.17. ИСПРАЖНЕНИЯ НА СТАФИЛОКОКК :
;;;;5.11.17.1.;5.11.17.1. КОЛИЧЕСТВЕННЫЙ МЕТОД
;;;;5.11.17.1.1.;5.11.17.1.1. Без отбора колоний
;;;;5.11.17.1.2.;5.11.17.1.2. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.17.2.;5.11.17.2. ПОЛУКОЛИЧЕСТВЕННЫЙ МЕТОД :
;;;;5.11.17.2.1.;5.11.17.2.1. Без отбора колоний
;;;;5.11.17.2.2.;5.11.17.2.2. С изучением культуральных свойств и идентификацией возбудителя
;;;;5.11.18.;5.11.18. НА ХОЛЕРУ :
;;;;5.11.18.1.;5.11.18.1. Без отбора колоний от людей
;;;;5.11.18.2.;5.11.18.2. С отбором колоний без идентификаций
;;;;5.11.18.3.;5.11.18.3. Идентификация культур до вида
;;;;5.11.19.;5.11.19. На кишечный дисбактериоз
;;;;5.11.2.;5.11.2. НА СТАФИЛОКОКК (отделяемое зева носа)
;;;;5.11.2.1.;5.11.2.1. без отбора колоний
;;;;5.11.2.2.;5.11.2.2. с изучением морфологических, био- химических свойств
;;;;5.11.20.;5.11.20. МАТЕРИАЛ ПРИ ПИЩЕВЫХ ТОКСИКОИНФЕК- ЦИЯХ(РВОТНЫЕ МАССЫ,ПРОМЫВНЫЕ ВОДЫ,ИСПРАЖНЕНИЯ НА ПАТОГЕННУЮ И УСЛОВНО-ПАТОГЕННУЮ МИК
;;;;5.11.20.1.;5.11.20.1. Без отбора колоний
